baseMean	log2FoldChange	lfcSE	pvalue	padj
NCKAP1	7069.10969614346	0.686459598879488	0.0556076877949029	3.43300198509455e-35	2.95647886652498e-34
ANKRD36	103.856641508176	-3.2328314412752	0.264100232032205	3.63450650746669e-35	3.12882402911019e-34
ACER2	160.250935489195	2.10506688079602	0.172230373268634	3.73840391130826e-35	3.21704351775247e-34
SLC25A38	646.843238890383	1.04174469401527	0.0846404165021322	3.93960684522415e-35	3.38889946465789e-34
PKD2	181.660441666253	-2.12985103312407	0.174197818163088	3.94436813950593e-35	3.39170752580362e-34
RAB30-DT	139.965490799533	-2.49224451780075	0.204020384673035	4.06593813073679e-35	3.49491753286169e-34
LMBR1	1804.19797952469	0.825810891397149	0.0670079553932924	4.10253430296435e-35	3.5250368690393e-34
CCDC12	448.447012768901	1.22669000751247	0.0998354530211736	4.25347482638239e-35	3.65334467839925e-34
DNAJC7	2198.76029440586	0.670774019600809	0.0543975242986187	4.52766993506353e-35	3.88737951453844e-34
CBLC	488.34368215864	-1.20609438442068	0.0982235418108431	4.86499487110024e-35	4.17541870414353e-34
CEP83	252.007895847928	-1.66576926983865	0.136091930096932	4.93074685145455e-35	4.23024847255802e-34
LANCL1	456.910115255936	-1.28720403446464	0.104986053579281	5.68089947929487e-35	4.87198411816287e-34
ZSCAN12P1	119.98054289509	2.55414038055676	0.209419791818656	5.75884261006137e-35	4.93696011573101e-34
PGRMC1	2055.49056666637	0.686778614681019	0.0557893501651248	5.82138804224896e-35	4.98869176479867e-34
MT-CO3	173741.735938923	0.675355644806589	0.0548645947085692	5.93803506695789e-35	5.08672962371009e-34
RBM47	3422.20063979512	0.59678245964244	0.0484731932569519	6.1171921093635e-35	5.23822142154037e-34
TMEM170A	895.274786907155	1.02765900382706	0.08372068993826	6.1349914129719e-35	5.25147848262626e-34
RASSF10	149.161646197243	-2.38249233092245	0.195743900101428	6.57761316495111e-35	5.62823108351443e-34
AHCYL2	642.270592449584	1.06141835104726	0.086612965029844	7.10433606111478e-35	6.076634445932e-34
MAML2	201.809339172095	-1.93851536853346	0.158979987132128	7.50299611069629e-35	6.41520324060968e-34
PCED1A	276.207847592541	-1.66072957149592	0.136131748702429	7.6397635951614e-35	6.52967799091539e-34
ABT1	475.662026911236	1.24912368590366	0.102149117790955	7.72727987635398e-35	6.60198745997091e-34
EIF3E	8130.82522301138	0.591476176048226	0.04821231030403	7.86356231364783e-35	6.71589125151272e-34
AC124067.4	284.643738272326	-1.58997733156293	0.130213947879414	7.96405734010178e-35	6.7991564134147e-34
NFIC	980.981507286598	1.22903485330142	0.100582333621424	7.96923206227761e-35	6.80101167860965e-34
RCCD1	332.994192564055	-1.53458543298922	0.125688787326527	8.02339114561332e-35	6.84465348559136e-34
NECTIN1	756.275447068543	-1.01657211733212	0.0829845699066071	8.08967802646518e-35	6.89860461888024e-34
GBP2	645.381106450794	1.13775730241526	0.0930434185268286	8.21148336054213e-35	6.99984160959983e-34
ARHGEF39	239.289937330279	-1.72646672406254	0.141673871505562	8.71133757454149e-35	7.4231473021422e-34
USF1	674.803801914588	1.03851456393091	0.0848228505519056	8.83663468547033e-35	7.52708528960101e-34
NUMB	1972.57040999815	0.683358709118775	0.0556763910227732	9.40836657393872e-35	8.01107740820382e-34
CDC14A	209.888654664538	-1.84681088914155	0.151680933004808	9.44511211455652e-35	8.03934448879119e-34
PTPN7	151.896880381597	-2.32116224711198	0.19081015429738	9.65897658226736e-35	8.21829107776995e-34
TMEM258	1420.36661102956	0.901336783100246	0.0735363618847598	9.95591237183079e-35	8.46775760213747e-34
FRS2	800.846814435647	1.01900256207538	0.0833239860447908	1.01470372983753e-34	8.62707583889633e-34
GPSM2	779.556928366398	-1.09404040667658	0.0894677247380911	1.01627722499351e-34	8.63721281466729e-34
PLCB1	222.242079110323	-1.78417765423743	0.146621641787941	1.09248403672448e-34	9.28140356359325e-34
ADAT1	284.183351103344	-1.64347982061268	0.135064303234622	1.10161881749059e-34	9.35550193654491e-34
DPP9	1010.10098921309	0.866945710739139	0.0708441915460868	1.16414965920877e-34	9.88284113089258e-34
NIFK	491.833994946501	-1.28267614670413	0.105129026969501	1.1751760741438e-34	9.97271141870797e-34
ANKRD36C	120.281236544341	-2.67898427472702	0.22090001586019	1.27558554755577e-34	1.08207477860422e-33
THOC1	869.248802499754	-0.979506881853477	0.0801982371477986	1.33707004079466e-34	1.13380737216787e-33
LY75	277.308845266303	-1.60681678411708	0.132210166156322	1.40291956567151e-34	1.18920132880603e-33
LPP	1991.98538440827	0.760895936913937	0.0622284599409187	1.50051427830577e-34	1.27145297374167e-33
MET	12150.2546598281	0.542936964654301	0.0445999490204304	1.75784307445042e-34	1.48894236937935e-33
RND1	564.954113424878	3.39152746363094	0.28084662475279	1.76636555312158e-34	1.4956020441939e-33
IRF2BP1	328.575406410317	-1.44773098773252	0.119157876760843	1.79284742848436e-34	1.51745749101975e-33
FAM50A	1689.28192114249	0.782393004346243	0.0640918959662431	1.84409224642513e-34	1.56024802537343e-33
ZC3H8	244.83045887114	-1.68047635088178	0.138531804404661	1.84837222320793e-34	1.56328547343954e-33
ABO	120.195719153062	-2.87825976748091	0.237850243974868	1.87001001164105e-34	1.58099577775235e-33
SET	7523.4163219795	-0.608552563017961	0.0497917638838082	1.92322409903581e-34	1.62537902409374e-33
CAST	3247.55990773194	0.638940196473921	0.0523047417881051	1.96374036827585e-34	1.65900183685288e-33
SORBS2	118.162200017729	-2.95500809153535	0.244725064391455	2.09753683560202e-34	1.77137493928702e-33
ODC1	4613.00755488238	-0.757322565329293	0.0629404335668405	2.12721837303743e-34	1.795771754705e-33
MECP2	2704.8250242702	0.668830198706611	0.0548246734781052	2.21450688935332e-34	1.8687633928852e-33
MIB1	1620.3140929776	0.811605574974374	0.0666559077707317	2.60162800396183e-34	2.19462722687145e-33
FBXW11	1636.53726069265	0.769695158501057	0.0631920948218681	2.80076631708883e-34	2.36173290705615e-33
SENP5	1168.48060381435	0.867873587408554	0.0713043641558314	2.88617685679006e-34	2.43284952459632e-33
MYDGF	701.247910424637	0.997130927672875	0.0820818404679909	3.12215309960529e-34	2.63078263037771e-33
SPHK2	581.696292561868	-1.16837299634357	0.096381791358257	3.16482620516697e-34	2.66574840731127e-33
TRERF1	176.629834030849	-2.14029467853763	0.177632139068025	3.23621900697061e-34	2.72486994648607e-33
PAPOLA	4621.49003272014	0.644462561475087	0.0529433906164156	3.25897209920593e-34	2.74300853728856e-33
LINC00662	886.751316121849	-1.0848606495104	0.0893619319396567	3.32036815353155e-34	2.79364655115922e-33
LINC02481	95.1854829857011	-3.65366291623194	0.303234557319837	3.55310960059304e-34	2.98835773311942e-33
RNF103	739.401905874989	1.02116134123921	0.0841530927369335	3.623717566416e-34	3.04661197105208e-33
AC116913.1	102.592083608243	2.72872156437649	0.226578895642297	3.76448183735873e-34	3.16378447592263e-33
SOCS5	604.167227499323	1.07559078332186	0.0886955233013664	3.77010455247785e-34	3.16733514831454e-33
PIGQ	304.214686462017	-1.50299240177367	0.124399789825628	3.7857388922626e-34	3.17929102375412e-33
AC018797.3	74.8520646060762	3.68757645558635	0.307005980723357	3.95380869838044e-34	3.31920702067076e-33
FUT2	158.988818719125	-2.15915624976815	0.179266128027758	3.96420175036614e-34	3.32669937999245e-33
ABHD10	526.746505205787	-1.27980080175947	0.105923314560301	4.56868874064154e-34	3.83255644152003e-33
DMXL1	1570.28242663502	0.749496792291336	0.061737906999323	4.59018736259173e-34	3.84916599783876e-33
SF3A2	841.966510896563	0.993375806634621	0.0821168699387497	4.91362442993444e-34	4.11886431126358e-33
SDC1	1882.54501091657	-0.8560317909598	0.0706708076338763	5.05980566737398e-34	4.2398327223136e-33
COA7	481.044648811636	-1.26125972055723	0.104472179708807	5.117509558934e-34	4.28660005864423e-33
VDAC1	2650.66562475094	0.652900367140546	0.053807498633356	5.16062079444129e-34	4.32111404140616e-33
C15orf41	332.94215139274	-1.45463086365549	0.12058154938204	5.22962095926872e-34	4.37727195031809e-33
MEST	932.593447279591	-0.946300054077772	0.0781327900476013	5.25742629925761e-34	4.39892042424589e-33
TP53I11	1160.13906858277	-0.924698856930674	0.0763789133198479	5.26327067267664e-34	4.40218482471419e-33
RUNX2	187.054327356956	-1.99640325535919	0.166078469234709	5.57162807302902e-34	4.65837449736869e-33
AL033397.2	73.3244872933582	5.08675124392158	0.421448164564498	6.05204072585793e-34	5.05817553546621e-33
NOLC1	2755.02871873859	-0.646515530693225	0.0533629356586457	6.08298348066322e-34	5.08216223100543e-33
CYB5R4	648.082631217319	1.07806996081116	0.0892208936405605	6.39209512469741e-34	5.33844789293748e-33
RASSF6	574.987467887462	1.12045350932852	0.0927973272261606	6.63273749122435e-34	5.53738268519386e-33
MARF1	1504.18038587735	0.730399366580965	0.0603710296553438	7.50245177865478e-34	6.26116215104089e-33
CNN2	1952.78670345137	-0.716755097228594	0.0592480572666256	7.59133460504106e-34	6.33300660828499e-33
DYNC2H1	363.860635101098	-1.40835598550292	0.117126695607532	8.33066113243374e-34	6.94722561423201e-33
KIF20B	1268.51041229887	-0.81246624705839	0.0672703819892647	8.46710025291268e-34	7.05840903349873e-33
RPS25	7135.27514391123	0.643481912333332	0.0532368926644988	9.19975801373229e-34	7.6663522278465e-33
NAE1	691.408832720872	-1.01118640358642	0.08389017337978	9.36082757128735e-34	7.79770702611136e-33
CASP7	1095.43788063911	0.873443504955548	0.0723686627647208	9.50369597862453e-34	7.91380902181825e-33
CABIN1	1271.15948573422	0.8581564906619	0.0711640999402039	9.81325801623781e-34	8.16858192990141e-33
VPS37A	395.645660795381	1.2796691226279	0.106485232313072	1.0388807865831e-33	8.64449535894229e-33
LPIN3	486.878083600756	1.27548788464302	0.106323460659676	1.1305249438406e-33	9.40361019733488e-33
TBC1D10A	177.395692627761	1.87121571033568	0.156479307661729	1.14504806220968e-33	9.52091706185207e-33
MYCL	128.338018713206	-2.65536724415126	0.222725457451288	1.22127757297024e-33	1.01486420361189e-32
ANGPTL4	68.9546409159163	4.66252195184613	0.388084607898323	1.22143820427647e-33	1.01486420361189e-32
AC005332.5	112.865654505213	2.47543251343198	0.207471853304627	1.23406477064207e-33	1.02497945649589e-32
ALDH1B1	140.821600427124	-2.39911570948422	0.200887059960536	1.25467162212638e-33	1.04171306757565e-32
AC243919.1	1470.02290711957	0.888972666639647	0.0737977773644643	1.29486459979699e-33	1.07469018689378e-32
UBTD1	195.261982419458	1.9527082965795	0.163160983426498	1.30605459158587e-33	1.08358055423481e-32
TCF25	1646.30587441645	0.720746531375516	0.0598103813546193	1.37174045189348e-33	1.13766087697666e-32
FGD3	141.029914081766	-2.36391314857272	0.198260679649326	1.45349426273248e-33	1.20502279564554e-32
CDC42	3906.07324425085	0.60438653483963	0.0501565454144762	1.49016195251021e-33	1.23497035552218e-32
CCDC117	760.402366516527	1.08250994096563	0.0902519699649395	1.52910032121819e-33	1.26677715093827e-32
REV1	1145.61127124397	0.837068433971435	0.069551511909072	1.53219769163483e-33	1.2688792140739e-32
ARID1A	2345.70865494023	-0.664516243957851	0.0551796956704597	1.53814733707542e-33	1.27334097053179e-32
PLBD1	145.067956006294	-2.32034903452613	0.194581945826089	1.6698761997403e-33	1.38188659363461e-32
LACTB2	592.778618450054	-1.10710225286076	0.0922832785527463	1.70216370049449e-33	1.4080914613291e-32
VKORC1L1	815.908934967745	-0.929391236403129	0.07739351009281	1.75620637098305e-33	1.45226729758153e-32
CBLL1	1111.35036993597	1.0283772860311	0.085729139223392	1.81673605445414e-33	1.5017732769727e-32
CTNNB1	4359.78590940234	0.670512790969011	0.0557217494094003	1.8382318468872e-33	1.51898822708863e-32
LPAR6	147.972519580014	-2.3854496805573	0.200621501466881	2.06348290294619e-33	1.70449856416168e-32
LXN	135.101774496879	-2.39554449016409	0.201178141381408	2.10743145935352e-33	1.74016698272712e-32
TBC1D16	1094.70746090508	-0.823715678103091	0.0686561197499238	2.24819250289261e-33	1.85572115593956e-32
EFNA3	78.8942750923869	3.44204174996033	0.29043207967016	2.25208304522803e-33	1.85825555858618e-32
NACA	9346.19387640373	0.7146357844307	0.0595082861509686	2.3753536473965e-33	1.95925602266872e-32
DDX10	602.913910794176	-1.13488592134053	0.0949203061579961	2.46507922170915e-33	2.03252419961739e-32
SCRN1	1811.34971144389	-0.753893991625151	0.0628476836184192	2.52652239297774e-33	2.08242795125826e-32
BTF3	7507.59514643091	0.5128871254935	0.0427023908241553	2.58017399402186e-33	2.12587572205627e-32
GTF3C4	1783.41583065431	0.702673421915992	0.0585600486429846	2.61882899977332e-33	2.15694029359738e-32
CLCN2	240.322974680271	-1.66659281505338	0.140007922771521	2.77358970315858e-33	2.28357541766595e-32
MAN1A1	913.622515540295	0.893280934308331	0.0746020402813253	2.84953403893993e-33	2.34525035431532e-32
CEP170	711.639250989207	1.08122013197167	0.0904805002880729	2.87811000965264e-33	2.36790909944479e-32
COMMD2	769.656783485287	-1.01598062971604	0.0850064398273288	3.03446553539006e-33	2.49564138297161e-32
PKN3	160.376781989407	-2.12370501000888	0.178898018539539	3.12687876743585e-33	2.570711869106e-32
AC093525.8	75.4349560154564	3.52718069404063	0.297516132933701	3.25839594018653e-33	2.6778648970891e-32
NUP155	1393.48342404558	-0.793459316189372	0.0662914068740807	3.35171422122668e-33	2.75355840553133e-32
DHX37	361.269823047401	-1.34215849276326	0.112644255564296	3.37825589200165e-33	2.77435744838613e-32
IFNGR1	2936.59565622135	0.780703565672053	0.0652049282697199	3.43347212834507e-33	2.81868157550879e-32
RNF14	750.855895319153	0.99608115972323	0.0834554222687553	3.60353241041479e-33	2.95721975208903e-32
ARPC2	6746.90100464525	0.552768962028636	0.0461315322834957	3.62087677100835e-33	2.97037747565196e-32
ADCK2	203.561428052527	-1.83834667444806	0.154945081598933	4.05590347916712e-33	3.32604636377013e-32
FKBP5	394.81788333718	-1.33481793019757	0.112111852244646	4.07056889300559e-33	3.33686504984518e-32
HSD17B7P2	87.03541086869	3.01397947012629	0.25528759919137	4.46790137397765e-33	3.66125531036476e-32
TRIM65	295.783155596454	-1.51704315987297	0.127803697172405	4.67439836491584e-33	3.82908597802831e-32
KRCC1	550.299912139965	-1.19249055655796	0.100264326307702	5.03940771116494e-33	4.12643268225474e-32
PI4KA	2525.31405599607	0.647824182001985	0.0542147290501782	5.04102995166436e-33	4.12643268225474e-32
CMIP	1343.90857823823	0.783862585857034	0.0656961210288646	5.04810564899208e-33	4.1307323147296e-32
SMAD6	726.818858108588	-1.01516784895915	0.0852703780028851	5.20835192291517e-33	4.26031905665747e-32
FNBP4	2317.36322611075	0.709289471521194	0.0594175264962136	5.31882294599954e-33	4.34911188417386e-32
IMPDH1	671.680265796354	-1.01535532934776	0.0852825218501915	5.36391402994259e-33	4.38439985896245e-32
PROSER3	271.20168481735	-1.74639421891212	0.147514066335264	5.37178278681312e-33	4.38924826482552e-32
ZNF805	384.341535315647	1.37820859779897	0.116148102293545	5.37869921653468e-33	4.39331531536563e-32
EXOSC5	380.859973472642	-1.38157487492974	0.116325813684204	5.43270785031327e-33	4.43583043143777e-32
GRK6	526.948623310126	-1.21453865067731	0.10214760479737	5.56449690632793e-33	4.54180010459576e-32
FGF9	181.308038959005	-2.131997391936	0.180577462068156	5.83588504053395e-33	4.76159464344322e-32
NOSIP	874.959264362504	0.954283586242011	0.080170113954271	5.89163177333465e-33	4.805348910015e-32
UBAC2	2390.43640381012	0.624152789214595	0.052309874293522	6.25823674203327e-33	5.10252350129506e-32
AL109615.3	121.914897838703	2.43172046674052	0.205493060924253	6.29208939886736e-33	5.12827919422794e-32
PYCR3	96.1070667242711	-3.27803394770115	0.277458580384625	6.54918990268944e-33	5.33590596242853e-32
TM7SF2	488.814962611551	-1.24425674361085	0.104884055030965	6.58048841857759e-33	5.35947902904856e-32
TET2	1017.62226168753	0.847729095209897	0.0712059663454276	6.62995287381896e-33	5.39782508857312e-32
TK2	209.181839227125	-1.9493325320314	0.165192312307095	6.75288077067832e-33	5.49593292033151e-32
NCAPG	1445.27439168791	-0.891854337501471	0.0749333928187421	7.04222272318475e-33	5.72936023202586e-32
SKA3	1217.59961903023	-0.883463206531813	0.0742684317176161	7.12189971151565e-33	5.79210350551047e-32
PAK4	1680.74065162275	0.829355228895316	0.069755414746679	7.74913025543771e-33	6.29995670354171e-32
IDH3G	1050.84016180872	0.839069521023869	0.0705576137872082	7.75709416013996e-33	6.30416927835191e-32
BIRC3	386.740892394729	1.65121170379941	0.139563552028518	7.86065135189536e-33	6.38603938082628e-32
N6AMT1	194.914819262609	-1.87222196130617	0.158535831386272	7.91335046915712e-33	6.42654820538215e-32
JRK	496.669882111831	-1.20395949822652	0.101588512158242	7.98521315787447e-33	6.48258544360873e-32
NSL1	302.965242121414	-1.46834297250679	0.12405726847398	8.06921738288567e-33	6.54843579732892e-32
PTPN1	1596.53897163543	0.735565107525433	0.0618176722926686	8.61055025855039e-33	6.98524338554367e-32
COP1	1377.7327292956	0.798820489426709	0.0671822823611651	9.19659485271326e-33	7.45799735765129e-32
RFX5	704.255975696415	-0.998835139317251	0.0841985653860344	9.73307180978743e-33	7.8902304495944e-32
EEF1B2	8740.45380828446	0.527889168663821	0.044359982013884	9.75804225953727e-33	7.90764383106564e-32
RNPS1	1837.51730920525	0.672337282585313	0.0565516284421293	1.00938621384295e-32	8.17685836011927e-32
RNF19B	1192.5219805546	0.841948704729191	0.0708722224037953	1.01216809821262e-32	8.19646346293838e-32
RPL21	12840.0679808278	0.585804846517429	0.0492484287825685	1.01707511630985e-32	8.23325758676261e-32
ZRANB1	615.742653050692	1.02932531522167	0.0868259867836815	1.01828771316067e-32	8.24012964456946e-32
PDCD5	880.840010123971	-0.94180529377974	0.079400091642488	1.06886240451995e-32	8.64629930796606e-32
IRF2BP2	1571.250995837	-0.766701821381207	0.0645872943368804	1.07423197018288e-32	8.68663382598279e-32
SPINDOC	644.007918762061	1.01008705950317	0.0852869896600375	1.12070646710366e-32	9.05921053572409e-32
RAP1B	806.281987870397	0.940444044529949	0.0793067933048938	1.15852381302212e-32	9.36156653190272e-32
RAD23A	1136.79344528564	0.884259954546935	0.0745589955283454	1.16528003719694e-32	9.4128039510903e-32
ERI2	259.358316994933	-1.59426160280126	0.135229652394097	1.17227549422737e-32	9.4659366173214e-32
PRR15L	464.564429155411	-1.18640101485431	0.100386535380001	1.28609903898562e-32	1.03813437924248e-31
ANKRD26	323.574506436844	-1.44484007605685	0.122542236238891	1.35707712879578e-32	1.09503752080679e-31
UQCC1	1506.91155803085	0.790353978908507	0.0666746497969773	1.36276479305305e-32	1.09923548170153e-31
LRRC56	123.236156462299	-2.50919491129058	0.213656286634984	1.39118605485441e-32	1.12176133917763e-31
YWHAZ	12995.4737247085	0.509332191522635	0.0429109305309619	1.46153748157632e-32	1.17806888144988e-31
COQ5	325.168980936605	-1.47354137431678	0.124995551895962	1.46756531239019e-32	1.18250692916561e-31
PTPN11	5272.71984846085	0.555940714096089	0.0468690324829465	1.56886241202805e-32	1.26367879600894e-31
TRIM10	108.089386545882	-2.83604267516037	0.242022309193604	1.59674519872189e-32	1.28568062233975e-31
NAPRT	961.8423855248	-0.905262694133717	0.0765757039847584	1.63102126636049e-32	1.31281278341727e-31
KLF3	2371.80353136765	-0.702569288649873	0.0593111147423483	1.64725913622942e-32	1.32541184334823e-31
POMGNT1	711.449990525585	-0.969175793665697	0.0819993773694311	1.66948329574656e-32	1.34281691569136e-31
ZNF131	1306.12911512569	-0.781155754927655	0.0660024006961615	1.6883824147181e-32	1.3575361516211e-31
SPECC1	308.260172847888	1.39873279551076	0.118683642713092	1.71274098533826e-32	1.37663303461491e-31
CDK5RAP1	814.466075841822	0.91499119867356	0.0774455757823297	1.7804337423801e-32	1.43053431683859e-31
CORO1C	2824.17244245866	0.617781553772385	0.0521739484656327	1.87261313287756e-32	1.50406481264587e-31
CD46	8530.40330496784	0.571816559968034	0.0483171670611249	2.1058441327006e-32	1.69079434297414e-31
APPL2	854.482045211156	-0.95541128361205	0.0810174377407177	2.13116872088856e-32	1.71052146219954e-31
H2AJ	537.870927814251	-1.11303624274154	0.0944907167181806	2.17914611525195e-32	1.74840979742842e-31
GGPS1	637.627656635623	1.00590390247728	0.0852903439828134	2.26896454593452e-32	1.81983004183307e-31
DHX40	1541.23009188608	0.759316829233463	0.0642808324008986	2.27604007090077e-32	1.82485902075264e-31
ZNF3	1322.97022277403	0.7484821928647	0.063363582318675	2.3108072283785e-32	1.85207888859569e-31
BBIP1	516.896881983155	1.13285636651177	0.0961701858963799	2.36565991312581e-32	1.8953720760822e-31
SLC25A12	316.425270377172	-1.40861931816432	0.119893960688693	2.44658239491529e-32	1.95951445401168e-31
SSH3	1375.16987459532	-0.821487065055868	0.0696758197744965	2.60908987887634e-32	2.08893139489682e-31
ZNF45	302.785568373097	-1.44210600559335	0.122887376964645	2.62054243778483e-32	2.09735960986678e-31
SPP1	102.29074957273	6.67429740186058	0.560341344396861	2.66755799066715e-32	2.13423477939746e-31
SNHG15	562.381930663367	-1.2492899978442	0.106298626060716	2.75448570347383e-32	2.20300519129227e-31
CRACR2B	556.679047944501	-1.11615907815558	0.0949371314183178	2.80647508675919e-32	2.24379366675334e-31
PLEC	8921.42314215557	0.596732558910807	0.0505446950697452	2.85050274760444e-32	2.27819016773268e-31
ZNF398	605.636182331541	1.12296626690454	0.0956310471123718	2.99651715617589e-32	2.3940439254102e-31
DCAF1	1166.12434020174	0.863368074077724	0.0732966670042241	3.00558635983909e-32	2.40044327603927e-31
USP11	730.588112587422	0.936283446088937	0.0795654768321522	3.0192365133859e-32	2.41049545173706e-31
BTBD16	95.0813670176636	-3.16007319107396	0.27041959117116	3.07078657127004e-32	2.45078838083257e-31
OGA	7052.04824557688	0.59378859508946	0.0502483258847237	3.07370402306199e-32	2.45225301952601e-31
MARK3	1371.96239934909	0.74583959079549	0.0632814802313409	3.14823023632006e-32	2.51082719797747e-31
ECD	1117.79347569203	0.805350990615814	0.0683586596336339	3.17520564919968e-32	2.53145002109663e-31
DCAF12	1996.70543970954	0.714737585304465	0.060621857321012	3.23330427316537e-32	2.57686275840243e-31
AC006547.1	112.076977217967	2.39240645792466	0.205062922446324	3.26441119542046e-32	2.60073941159764e-31
AC093866.1	101.315898533471	-3.06821274608013	0.262910175796339	3.34580230248443e-32	2.66464634691361e-31
CDKN1A	3031.41566315757	1.83157454657479	0.156841872485061	3.58210969229952e-32	2.85184263556298e-31
MUS81	722.806064452981	-1.09521199526944	0.0932483036786549	3.63062411787873e-32	2.88945139665951e-31
ATRAID	624.003214836625	-1.03637608054847	0.0882340605133861	3.66181816679164e-32	2.91325407384709e-31
SLC30A7	1123.58623156343	0.890869974082573	0.0758287343702468	4.28745229012509e-32	3.40979620883307e-31
CGREF1	171.985020643944	-2.02965581903277	0.174268316329626	4.315409641274e-32	3.4308263737539e-31
TBX19	141.16815690874	2.18758986742525	0.188032617842492	4.57566316822712e-32	3.63645654386847e-31
ALDH1A1	10530.8102432999	0.487025144092228	0.0413840674552063	4.95834583232027e-32	3.9392075690292e-31
AL136531.3	67.0098784002967	4.715291340533	0.40162910015565	4.98015747841124e-32	3.95514925151917e-31
LGMN	1083.26364496235	0.833912706457476	0.0710296821467813	5.27384946688016e-32	4.18692646182798e-31
THADA	494.697776107486	-1.13535581135455	0.096989261645944	5.31385481420997e-32	4.21720919020559e-31
TGFBI	1154.71524472111	-0.864830156562906	0.0737404002608675	5.40326580197819e-32	4.28666654556099e-31
KALRN	364.843860801822	-1.32675386853933	0.113578255965205	5.60644583553097e-32	4.44630205605392e-31
BSG	4996.90989347558	0.574021292554712	0.048928745656062	5.63321292449727e-32	4.46596705539745e-31
ZRSR2	289.46266349003	1.46618845685846	0.125911044565527	6.09270034018857e-32	4.82855558964647e-31
COX6C	1399.44317351933	0.879611666712684	0.0750435612933698	6.09522641948335e-32	4.82886853890398e-31
NAALADL2	347.175376992652	-1.40521859868861	0.120453855210933	6.11035019536085e-32	4.83915815192192e-31
TNFSF9	66.9323796941372	4.86130333919319	0.416127330162285	6.35990043442813e-32	5.03503228662727e-31
TMCC1-AS1	86.8370112315792	-3.60612902209584	0.310209819758012	6.55875107351942e-32	5.19064554047513e-31
CD81	2388.83798792974	0.636105936924286	0.0542081699348863	6.73576838773011e-32	5.32887709948285e-31
PPRC1	683.406410634508	-1.01867116665107	0.0870957860625586	6.97783442814308e-32	5.51845628177542e-31
PPP4C	1573.30816988105	0.748483097343584	0.0638989135187522	7.5434288684309e-32	5.96367799375113e-31
PFKL	1605.33724668259	0.703957519934894	0.0601217391661065	7.99724171802711e-32	6.32024774492704e-31
BIRC5	782.678390309991	-0.945519027546413	0.0809637371485702	8.54316073319694e-32	6.7493352821749e-31
CLPTM1	2128.84514409981	0.736785494088207	0.0630139861028567	9.07319183660685e-32	7.16557618103304e-31
CALCOCO2	2578.77842070489	0.679701570709608	0.0580717709624345	9.29544774003343e-32	7.33854546667865e-31
EXOSC9	356.636074612848	-1.38729398554753	0.119244157192788	9.58421662854546e-32	7.56388646358701e-31
NRBF2	621.884149055433	1.02883969258539	0.0882046504728537	9.79476679748331e-32	7.72736163291702e-31
AAGAB	2452.74114108948	0.688872412049414	0.0589081736993198	1.05195467853564e-31	8.29627187826678e-31
GEMIN5	289.493527418084	-1.4681181393146	0.12637781313872	1.06850957842698e-31	8.42390049686794e-31
UGT8	1193.87298486248	-0.79056924881733	0.0677140103900407	1.09066400926059e-31	8.59557047715702e-31
RNF167	1318.37005525332	0.811725675637741	0.0695655228703808	1.09797728173166e-31	8.65019793097213e-31
SMARCA1	1184.30905411862	-0.804554967732593	0.0689608891879423	1.18593857995355e-31	9.33993616426402e-31
C8orf82	180.415811150758	-1.94303788498613	0.167956909550932	1.27472583342241e-31	1.00356976836987e-30
CD58	573.948023497048	1.03982283350082	0.0893242095763042	1.27993195129118e-31	1.0073184491961e-30
VIPR1	302.307575182817	-1.45303846012112	0.12534094277754	1.29639186427459e-31	1.01991829377548e-30
KATNB1	621.940738962424	1.02340846642141	0.0878984203231333	1.30064478768939e-31	1.02290904545179e-30
CTDSP2	3810.78947232787	0.608257634405399	0.0520846324636137	1.33244215145993e-31	1.04755288923591e-30
PNISR	4558.19404170422	0.794373265700156	0.0681545166362374	1.34813640127721e-31	1.05952391883937e-30
BRIP1	258.604426946699	-1.68001863534007	0.145290180059074	1.36484903214279e-31	1.07228673267307e-30
MDM2	1182.70815902595	0.832657370904734	0.0714520013366188	1.40899814534567e-31	1.1065885607363e-30
TSTA3	886.152279525924	-0.880837879782574	0.0756577534176896	1.44368231972044e-31	1.13343568954351e-30
ZNF710	472.188188104117	-1.18910180779403	0.102410376870248	1.46534283036463e-31	1.15004287670252e-30
ZNF460	219.91046538884	1.62992594713996	0.140764309282991	1.4719743373984e-31	1.15484745625945e-30
SPTLC3	107.837099326963	-2.73369465960536	0.237207422416044	1.54397910623678e-31	1.21091999270035e-30
HSF2	457.53458379328	1.19038120850953	0.10261379907298	1.63360244272966e-31	1.28076692551449e-30
CLCN3	3626.07810808114	0.650962030339421	0.0558482982713202	1.6754947842576e-31	1.31315672160874e-30
LPGAT1	944.586272436978	-0.881677737403911	0.075824255157694	1.70969189157602e-31	1.33949512030876e-30
DTYMK	662.723064929938	-0.976368351669491	0.0840306974090946	1.75341566031321e-31	1.37327659977106e-30
CHML	604.164270053325	-1.02699144548459	0.0885334506342075	1.98168783241139e-31	1.55152325178913e-30
TMEM63A	1714.30552523312	-0.73628583467496	0.0633448448704468	2.09677343337267e-31	1.64106018837161e-30
DNAJC25	237.260353708244	1.67628354991174	0.145281657213647	2.10401663295527e-31	1.64616052726175e-30
CAPRIN2	760.684812492861	-0.940429662883611	0.0810520123633755	2.15929626906274e-31	1.68882757557555e-30
